scenario,set_name,vaccine,gavi_support,activity_type,country_code,country,year,age_first,age_last,age_range_verbatim,target,coverage,gender,proportion_risk
cholera-ocv1-ocv2-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,LBR,Liberia,2037,1,100,default age groups,7013785,0.0361444133055280614197,both,1
cholera-ocv1-ocv2-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,LBR,Liberia,2040,1,100,default age groups,7409019,0.0361444133055280614197,both,1
cholera-ocv1-ocv2-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MDG,Madagascar,2025,1,100,default age groups,30889599,0.8499999999999999777955,both,1
cholera-ocv1-ocv2-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MDG,Madagascar,2028,1,100,default age groups,33122145.5,0.8499999999999999777955,both,1
cholera-ocv1-ocv2-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MDG,Madagascar,2031,1,100,default age groups,35415209,0.8499999999999999777955,both,1
cholera-ocv1-ocv2-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MDG,Madagascar,2034,1,100,default age groups,37749808,0.8499999999999999777955,both,1
cholera-ocv1-ocv2-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MDG,Madagascar,2037,1,100,default age groups,40109870.5,0.8499999999999999777955,both,1
cholera-ocv1-ocv2-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MDG,Madagascar,2040,1,100,default age groups,42488709.5,0.8499999999999998667732,both,1
cholera-ocv1-ocv2-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MLI,Mali,2025,1,100,default age groups,23816378.5,0.0467185642295473921304,both,1
cholera-ocv1-ocv2-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MLI,Mali,2028,1,100,default age groups,26085077.5,0.0467185642295473921304,both,1
cholera-ocv1-ocv2-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MLI,Mali,2031,1,100,default age groups,28495502.5,0.0467185642295473921304,both,1
cholera-ocv1-ocv2-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MLI,Mali,2034,1,100,default age groups,31045943,0.0467185642295473921304,both,1
